yearstart,locationdesc,class,question,data_value,sample_size
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.5,825.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.0,1251.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.8,1821.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.9,2486.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.0,2504.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.2,3033.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.9,644.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.2,4152.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,45.5,183.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.9,2023.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.8,497.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.1,690.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.1,367.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.4,3255.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.0,2475.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.2,54.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.8,1977.0
2011,Hawaii,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.8,7407.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,937.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,707.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,904.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,843.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.0,1048.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.7,224.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.9,84.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,483.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.0,740.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.0,1004.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.0,1364.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.3,1924.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,71.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.5,1761.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.8,639.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,3334.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,1721.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.9,239.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,661.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.8,411.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,2405.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,5216.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,1838.0
2011,Idaho,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.0,5739.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.4,873.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.9,553.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.7,741.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.1,892.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.7,1518.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,11.8,271.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.4,55.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.3,500.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,695.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.8,1008.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.1,1076.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.1,1805.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,4.6,95.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.4,1903.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.3,290.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,3166.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,1588.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.2,277.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.1,488.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,358.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.7,2189.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.2,513.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.0,4355.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.0,1503.0
2011,Illinois,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.1,5355.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.3,1450.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.0,878.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,1106.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.0,1035.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.4,1466.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.6,357.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,45.4,103.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,756.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,995.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.8,1483.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.7,1809.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.6,2648.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.9,65.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.5,2242.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,1164.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.8,4806.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.3,2992.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.7,251.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.0,949.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.2,795.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,3242.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,42.2,926.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.5,6518.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,1998.0
2011,Indiana,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.8,8048.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,999.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.1,721.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,979.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.3,1012.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.0,1652.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,14.4,376.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.7,53.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.8,683.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,852.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.6,1210.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.6,1414.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.1,2363.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,3.0,57.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.2,2049.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.1,956.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,3946.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.0,2393.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,189.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.5,579.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,464.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,2952.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,109.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.2,6413.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,1983.0
2011,Iowa,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.0,6898.0
2011,Kansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,3008.0
2011,Kansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,2259.0
2011,Kansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.7,2800.0
2011,Kansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.0,2958.0
2011,Kansas,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.6,4436.0
